region,title,view_num,danmu,upload_time,up_author,video_url
影视剪辑,【觉醒年代】牙医：不能再吃糖了。迅哥儿：不能吃糖我治牙干嘛？蔡公：不准吃糖！迅哥儿：我听蔡公的,40.3万,13,2021-06-06,今天来帅哥了吗,www.bilibili.com/video/BV1yv411V7wb?from=search
原创音乐,【献礼建党百年】九州同【国风歌曲X觉醒年代】,18.6万,293,2021-07-01,安徽共青团,www.bilibili.com/video/BV13b4y1y73Z?from=search
影视剪辑,【觉醒年代】辜鸿铭，刘师培，黄侃“高燃”，“我绝对不会出卖我的学生”“你们这些宵小之徒，其心可诛”“做人不可如此无耻”！,27.3万,1306,2021-05-10,关耳俏,www.bilibili.com/video/BV1z64y1C72C?from=search
绘画,觉醒年代_可爱的鲁迅🎬临摹原创：LOFTER变成狼的猫太太！,4.3万,13,2021-07-08,雯君来啦,www.bilibili.com/video/BV1H64y147TG?from=search
影视剪辑,【起风了】百万填词，影视混剪《觉醒年代》《长征》《建党伟业》《建国大业》《开国大典》,24.4万,488,2021-06-21,不应该是这样,www.bilibili.com/video/BV1Fv411H7hB?from=search
热点,【觉醒年代】震耳发聩的演讲,22.0万,1069,2021-04-13,小央视频,www.bilibili.com/video/BV13B4y1A73B?from=search
影视剪辑,【觉醒年代 | 陈独秀| 于和伟】据说真的有神，是一个孤家寡人。,3.2万,44,2021-06-26,灯灯灯开灯,www.bilibili.com/video/BV1Kb4y1C7vW?from=search
综艺,白玉兰颁奖典礼：最佳男主角《觉醒年代》于和伟,44.9万,2196,2021-06-11,开心九姨太,www.bilibili.com/video/BV1N5411u76m?from=search
日常,当我看到觉醒年代,42.2万,206,2021-06-01,伯爵狗,www.bilibili.com/video/BV1qU4y1V7xS?from=search
日常,觉醒年代后烈士陵园年轻人翻倍 有人送来神舟十二号照片告慰先烈,10.7万,97,2021-06-23,白鹿视频,www.bilibili.com/video/BV1Ao4y1C7Bn?from=search
人文历史,台大教授苑举正：我感触最深的大陆电视剧是《白鹿原》，看完《觉醒年代》后觉得实在太好看了,20.6万,807,2021-06-25,i旗米拉,www.bilibili.com/video/BV1jg41137oo?from=search
人文历史,【苑举正】《觉醒年代》和“我的觉醒”,56.3万,5615,2021-06-26,苑举正,www.bilibili.com/video/BV1qo4y1k7Xn?from=search
影视剪辑,【觉醒年代 | 陈延年 陈乔年 | 张晚意 马启越】少年自有少年狂 身似河山挺脊梁 | 他们披荆斩棘走出来的路 我们怎敢忘记,47.6万,704,2021-03-31,话痨鬼不是鬼,www.bilibili.com/video/BV1UU4y1a7Zw?from=search
社科·法律·心理,觉醒年代：那些倒在黎明前夜的新青年们,8.7万,947,2021-06-19,飞鱼君呐,www.bilibili.com/video/BV1jK4y197gm?from=search
影视剪辑,【觉醒年代｜鲁迅】先生，如今的社会是您所向往的了,99.3万,5980,2021-06-07,是rain呀,www.bilibili.com/video/BV1Eo4y127wS?from=search
影视剪辑,【双声道】【觉醒年代—鲁迅/曹磊】他不可能躲进小楼，不问春秋,91.3万,2056,2021-03-11,半米高,www.bilibili.com/video/BV1aU4y1p7n3?from=search
影视剪辑,关门！放群姐！哈哈哈哈【觉醒年代 】,16.6万,2,2021-06-18,每人一条小鱼干,www.bilibili.com/video/BV1Wy4y1g7k8?from=search
影视剪辑,[觉醒年代] 蔡公唯粉头头辜鸿铭,33.8万,447,2021-05-25,爱剥柚子皮的熊猫,www.bilibili.com/video/BV1M54y1V7UM?from=search
短片·手书·配音,「觉醒年代手书」周树人先生来啦哦！,1.3万,34,2021-07-11,野生钛白,www.bilibili.com/video/BV1MB4y1N7Sc?from=search
影视剪辑,【觉醒年代】陈乔年带头抗议陈独秀 陈鹤年大喊老头子封建,4.0万,108,2021-07-05,绍兴小贵宁,www.bilibili.com/video/BV1kM4y1T7m9?from=search
影视剪辑,觉醒年代鲁迅：先生的大型社恐现场，仿佛看到了我本人！,29.2万,47,2021-07-07,能说会道的丫头片子,www.bilibili.com/video/BV19K4y1M7BB?from=search
影视剪辑,【觉醒年代|赵世炎】“而我独缺 你一生的了解”,23.1万,365,2021-05-15,小冯同学今天开心了吗,www.bilibili.com/video/BV1eV411E7sK?from=search
影视剪辑,盘点觉醒年代小细节，人物的谢幕， 真的越看越有味道啊！,9.0万,23,2021-07-06,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV1TB4y1N7GW?from=search
影视杂谈,我为什么推荐大家要看《觉醒年代》,36.1万,262,2021-05-01,小饭中年事件簿,www.bilibili.com/video/BV1CQ4y1Z7XP?from=search
影视剪辑,【觉醒年代x我们的法兰西岁月】留法组四人中 三人生命定格在二十多岁,12.8万,65,2021-06-12,追星的颓废青年,www.bilibili.com/video/BV13K4y19719?from=search
热点,yyds！《觉醒年代》押中多地高考作文题.....,109.6万,700,2021-06-07,川观新闻,www.bilibili.com/video/BV1j64y1R7na?from=search
影视剪辑,卧槽！你永远可以相信觉醒年代yyds！恭喜白玉兰三大奖项实至名归,25.0万,798,2021-06-11,是璐璐欧尼啊,www.bilibili.com/video/BV12g411G7MU?from=search
预告 资讯,觉 醒 年 代 的 选 角,13.8万,79,2021-05-16,央视频,www.bilibili.com/video/BV1Bv41157ae?from=search
影视剪辑,【觉醒年代｜鲁迅中心向】“此后如竟没有炬火，我便是唯一的光” 『双声道』,20.8万,203,2021-05-15,追星红娘张肆月,www.bilibili.com/video/BV1EU4y1t7y2?from=search
影视剪辑,我是最后一个知道 刘半农是陈延年的吗？？？【我们的法兰西岁月/觉醒年代混剪】,24.1万,185,2021-06-05,追星的颓废青年,www.bilibili.com/video/BV1mv411V7Wb?from=search
预告 资讯,《觉醒年代》特殊演员出场,37.2万,281,2021-04-08,北京卫视大戏看北京,www.bilibili.com/video/BV1CK4y1K7h8?from=search
影视剪辑,【欢乐向】觉醒年代拯救华语乐坛,16.1万,666,2021-05-05,禹羽渔,www.bilibili.com/video/BV1ob4y1Z7gW?from=search
影视剪辑,【觉醒年代｜欢乐向】大家一起开心点，众乐乐。,9.3万,178,2021-06-17,檬米咿,www.bilibili.com/video/BV15q4y1L7sA?from=search
影视剪辑,【觉醒年代】如果我因为这三两声就哭哭啼啼闻之落泪，那我就不是你当初要寻找的那个高君曼！,94.5万,67,2021-06-14,吃着泡面看歌剧,www.bilibili.com/video/BV1HV411s7UM?from=search
影视剪辑,【觉醒年代|群像】自己按门铃自己听,8.8万,217,2021-06-01,童喵喵南瓜粥,www.bilibili.com/video/BV1Kh411e7FB?from=search
影视剪辑,【觉醒年代】陈·双标·独秀（我的封建大家长父亲）,24.4万,393,2021-05-18,花痴道人,www.bilibili.com/video/BV1G64y1y7C2?from=search
社会,专访演员曹磊：《觉醒年代》里鲁迅“六亲不认”步伐的背后,7.0万,269,2021-06-30,新周刊Neweekly,www.bilibili.com/video/BV1Cy4y1M7Qm?from=search
影视剪辑,《觉醒年代》：“因为你拥护真理，所以真理拥护了你”,87.1万,1375,2021-05-11,新华社,www.bilibili.com/video/BV1PQ4y1o7Vt?from=search
影视剪辑,【觉醒年代】泱泱中华，礼仪之邦,21.1万,44,2021-04-08,林楠笙唯一女友,www.bilibili.com/video/BV1Ji4y1A7RK?from=search
影视剪辑,《觉醒年代》我陈独秀这辈子没有那么无语过。,42.7万,42,2021-04-01,中国光轮1932有限公司,www.bilibili.com/video/BV1cX4y1g7Fx?from=search
影视剪辑,难怪在这个导演镜头下的先生，画风都这么唯美【觉醒年代】,38.0万,166,2021-05-23,每人一条小鱼干,www.bilibili.com/video/BV1zo4y1m7xi?from=search
影视剪辑,如果延年早点和吴稚晖决裂，是不是就不会才29岁就牺牲了【觉醒年代 】,22.6万,22,2021-06-03,哭唧唧的小疯狗,www.bilibili.com/video/BV14h411e7y5?from=search
影视剪辑,觉醒年代 |  &quot;运动健将&quot; 赵世炎,4.7万,13,2021-07-03,奶油炸鸡五花肉,www.bilibili.com/video/BV1EK4y1M76j?from=search
手工,觉醒年代yyds！声控摘抄·类纸膜声控·解压,1.6万,20,2021-07-14,安安子不困,www.bilibili.com/video/BV1pL411H7hq?from=search
短片,【觉醒年代】从此我心中的鲁迅先生有了模样！,9.0万,47,2021-06-19,-派大星__,www.bilibili.com/video/BV1YX4y1A7r5?from=search
影视剪辑,【觉醒年代 | 女性群像 | 台词向】她,22.1万,274,2021-04-29,精致小盒,www.bilibili.com/video/BV1nZ4y1F7Pr?from=search
影视剪辑,【陈家兄弟可爱日常|觉醒年代】建议每日一遍干饭必看！！！同志，你饿么？,14.1万,138,2021-05-30,谢禧京,www.bilibili.com/video/BV1GV41177D1?from=search
影视剪辑,【觉醒年代】可可爱爱陈独秀，大家都在扔鞋，我也想···算了，我是文化人，忍一忍,117.4万,26,2021-06-14,吃着泡面看歌剧,www.bilibili.com/video/BV1c5411T7Re?from=search
鬼畜调教,【觉醒年代RAP】十荡十决，吾往矣！,7911,12,2021-07-15,董润祺,www.bilibili.com/video/BV1xb4y1k7os?from=search
影视剪辑,觉醒年代||欢乐治愈向 “你是我这一生幸会的感动”（被刀惨的进来回下血）,25.0万,535,2021-04-12,梁亦木,www.bilibili.com/video/BV1sU4y1h77b?from=search
影视剪辑,【觉醒年代】陈独秀封建大家长实锤！,11.2万,39,2021-06-13,金兰小富贵儿,www.bilibili.com/video/BV1jq4y177Zp?from=search
影视剪辑,【觉醒年代】张晚意&马启越 在线教学如何用无辜的表情讲最狠的话！,22.8万,69,2021-06-30,怀抱希望呀,www.bilibili.com/video/BV1ih411h7NL?from=search
影视剪辑,【觉醒年代|群像】此生救国终不悔，来世与卿共白头,7.9万,31,2021-06-24,繁花渐凉之时,www.bilibili.com/video/BV1oB4y1M73C?from=search
影视剪辑,【觉醒年代众演员剧抛脸群像】那么多剧我看了那么多次 也没认出来是他们！,16.4万,1778,2021-06-05,追星的颓废青年,www.bilibili.com/video/BV1m44y1z7A3?from=search
影视剪辑,【觉醒年代】原来迅儿哥是这样的人！有一说一方面的鲁迅真的潮！！,55.5万,1351,2021-06-27,-派大星__,www.bilibili.com/video/BV13o4y1C71m?from=search
预告 资讯,《觉醒年代》从2万到27万人评分，过去3个月发生了什么？,11.3万,797,2021-07-05,四味毒叔官方,www.bilibili.com/video/BV1PU4y1V7j3?from=search
人文历史,你看的是《觉醒年代》，我看的是《刺客信条之大清末日》,43.1万,4591,2021-05-04,毒舌的南瓜,www.bilibili.com/video/BV1nK4y1d7e6?from=search
影视杂谈,觉醒年代 导演这个隐喻太神了！,28.2万,26,2021-07-01,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV16L411p7nQ?from=search
日常,我不会是最后一个看到觉醒年代这些照片的吧/好像删减了很多哎，想看完整版,2.0万,2,2021-07-10,水木木云,www.bilibili.com/video/BV1sL411W7LE?from=search
人文历史,觉醒年代拓展书单｜鲁迅搞女权简直笑死我了,27.3万,924,2021-06-28,这个月-,www.bilibili.com/video/BV1nw411o7VB?from=search
影视剪辑,觉醒年代：演员周显欣谈高君曼。,10.2万,24,2021-06-28,一只咩咩咩咩羊w,www.bilibili.com/video/BV1GV411x7Pb?from=search
影视剪辑,【觉醒年代】骑着红马，奔向远方——献给革命路上的女性,22.2万,109,2021-04-11,炖小鸡先生,www.bilibili.com/video/BV1nA411L72J?from=search
影视剪辑,一定是年少太过惊艳，才会令夏之栩余生都念念不忘。【觉醒年代｜赵世炎】,16.7万,76,2021-06-05,日常磕西皮的龟龟,www.bilibili.com/video/BV1YU4y1V72t?from=search
影视剪辑,他英勇就义后 她一生未再嫁  【觉醒年代】,18.9万,3,2021-05-16,哭唧唧的小疯狗,www.bilibili.com/video/BV18Q4y1o78D?from=search
影视剪辑,【觉醒年代】收复山东被拒，北大学子郭心刚一夜白头。,17.4万,27,2021-05-14,老天爷下雨吧,www.bilibili.com/video/BV1qU4y1t7q8?from=search
预告 资讯,《觉醒年代》香港首播，梁振英：我们有必要回顾民族觉醒那一刻,1.1万,5,2021-07-13,香港开电视,www.bilibili.com/video/BV18q4y1W76R?from=search
影视剪辑,【觉醒年代】搞笑篇：陈独秀应该是和子女不和，放走英英，又惹哭子美。,24.8万,250,2021-05-12,金兰小富贵儿,www.bilibili.com/video/BV1Ay4y1W7R2?from=search
短片,【觉醒年代|女大学生群像】那些敢爱敢恨的可爱人们，她们,4.3万,99,2021-07-06,夺笋大队队长好运连连,www.bilibili.com/video/BV1eX4y1w7RB?from=search
影视剪辑,【觉醒年代】胡适夫人出现了，虽小脚，但大家的反应爱了,47.0万,286,2021-05-23,金兰小富贵儿,www.bilibili.com/video/BV1cU4y1L7dT?from=search
社科·法律·心理,龙平平：《觉醒年代》有续集吗？有！就是今天的中国和我们,17.1万,1439,2021-05-11,观学院官方,www.bilibili.com/video/BV1Tv41157oj?from=search
影视杂谈,【呱呱荐剧】民国初代偶像男团，《觉醒年代》全员顶流！,3.1万,641,2021-07-01,严肃易拉罐,www.bilibili.com/video/BV1bh411h7oJ?from=search
影视剪辑,【觉醒年代‖陈乔年(马启越）】我们的宝贝乔年！你确定不来看吗~,13.6万,173,2021-05-27,微风知晚意,www.bilibili.com/video/BV1r44y1r76o?from=search
影视剪辑,【觉醒年代】论师兄弟之间是否存在一定的相似性,15.2万,116,2021-06-12,仿生猫会梦见电子鱼嘛,www.bilibili.com/video/BV1aK4y137q8?from=search
人文历史,《觉醒年代》黄侃：我骂康有为、梁启超可以，你们还不够资格！,30.1万,36,2021-05-16,青禾的文史专栏,www.bilibili.com/video/BV18A411G7MT?from=search
综艺,白玉兰颁奖典礼：最佳导演《觉醒年代》张永新,14.4万,1786,2021-06-11,开心九姨太,www.bilibili.com/video/BV1Wb4y1d7hd?from=search
影视剪辑,【觉醒年代丨欢乐向】干饭人陈独秀，发育中的封建大家长,10.9万,94,2021-05-31,二创君,www.bilibili.com/video/BV1qK4y1R7Fr?from=search
预告 资讯,张桐、刘琳《觉醒年代》拍摄花絮：展示爱情最美好的样子丨地球村光影日记,24.8万,152,2021-06-14,地球村日记,www.bilibili.com/video/BV1rf4y187o8?from=search
明星,【马启越】《觉醒年代》中饰演小乔年的弟弟古装有多帅？！！,20.2万,147,2021-06-20,小盐香香,www.bilibili.com/video/BV1xb4y1o7eo?from=search
热点,【觉醒年代】致敬五四，致敬青春,12.9万,99,2021-05-04,央视频,www.bilibili.com/video/BV1EU4y187mG?from=search
影视剪辑,【觉醒年代】毛大哥”叫的多么情切呀,6.1万,5,2021-06-16,你说我的西皮是假的,www.bilibili.com/video/BV1zq4y1L7fg?from=search
影视剪辑,【觉醒年代】这段大家的嘴就没停过，很日常很真实,17.1万,54,2021-05-23,金兰小富贵儿,www.bilibili.com/video/BV1344y1r7BQ?from=search
影视剪辑,【觉醒年代】那时候真的有人为了国家一夜白了头,18.9万,96,2021-06-07,我叫猪钢巤,www.bilibili.com/video/BV1DK4y1g7pK?from=search
影视剪辑,【觉醒年代】“发愤图强做栋梁，不负年少”,19.5万,228,2021-04-28,爱吃甜食的小泽,www.bilibili.com/video/BV1x64y1U7vB?from=search
影视杂谈,大结局！我们现在的幸福生活就是它的续集！9.3高燃民国历史剧《觉醒年代》P12,276.9万,5.0万,2021-05-21,木鱼水心,www.bilibili.com/video/BV1af4y1Y7ax?from=search
明星,【花絮】觉醒年代绝对想不到吧，张晚意与父亲陈独秀的对戏花絮竟然是这样滴？别忍着，开始笑！！！,39.0万,64,2021-05-26,青蛙嘎咕咕咕,www.bilibili.com/video/BV1gK4y1X7Pz?from=search
明星,觉醒年代 台前幕后工作人员的专属认证,11.4万,57,2021-06-08,恋上那阿衍aa,www.bilibili.com/video/BV1z64y167RR?from=search
影视剪辑,【觉醒年代】冥婚/公鸡/小脚/小新娘/旧社会,31.1万,125,2021-05-22,金兰小富贵儿,www.bilibili.com/video/BV1pN411Z7DZ?from=search
影视剪辑,【觉醒年代】 我要被延年嫌弃的眼神笑死了哈哈哈哈哈,12.2万,3,2021-06-05,哭唧唧的小疯狗,www.bilibili.com/video/BV1iK4y1X7dC?from=search
影视剪辑,【觉醒年代‖陈延年×柳眉【眉开延笑】我叫长安 你叫故里可惜长安尽头无故里已等不到年少到古稀，从此梦里星辰化作你……,16.3万,204,2021-05-08,微风知晚意,www.bilibili.com/video/BV1n84y1c7JC?from=search
明星,觉醒年代花絮于和伟 张桐，几个老师这么好玩的吗,23.4万,38,2021-06-08,恋上那阿衍aa,www.bilibili.com/video/BV1Wo4y1y7b6?from=search
明星,《觉醒年代》幕后采访每一帧都是大片，致敬追求完美的摄制组,21.3万,166,2021-06-02,蛮眼都是你,www.bilibili.com/video/BV1Vb4y1Z7Sw?from=search
影视剪辑,【觉醒年代】张晚意分享和于和伟演对手戏的一件幕后趣事,13.9万,28,2021-05-30,月下独舞-,www.bilibili.com/video/BV1e54y1V7Kz?from=search
影视剪辑,【觉醒年代】 于闹市中读书-毛爷爷每次读书都是叫两遍才应！,11.5万,9,2021-06-05,哭唧唧的小疯狗,www.bilibili.com/video/BV1eq4y1j7Ct?from=search
影视杂谈,鲁迅表弟被逼疯？《狂人日记》诞生！9.2高燃民国历史剧《觉醒年代》P4,316.0万,4.0万,2021-04-20,木鱼水心,www.bilibili.com/video/BV1vB4y1A7Ac?from=search
影视剪辑,【觉醒年代】“愿为信仰付诸一切的孤勇”这段张力太强了,9.4万,15,2021-05-25,小白雾1229,www.bilibili.com/video/BV1vf4y1h7Hc?from=search
影视剪辑,【觉醒年代】在那个年代里的每次鞠躬，都很有细节的中国礼仪，见面点头问礼都是九十度弯腰，彰显了中华礼仪之邦,25.6万,61,2021-05-22,美少女小捡,www.bilibili.com/video/BV1k5411u7sr?from=search
影视杂谈,《觉醒年代》10个冷知识,1.6万,4,2021-07-12,胡德一__,www.bilibili.com/video/BV1c44y1B7q1?from=search
明星,觉醒年代有多还原？拍的时候乔年也才14岁,14.8万,6,2021-06-11,青蛙嘎咕咕咕,www.bilibili.com/video/BV1qK4y137fA?from=search
影视剪辑,一个总是穿着黑色中山装，安静站在人群中的少年郎，你一眼望去，总能准确找到他【觉醒年代】,7.0万,14,2021-06-08,每人一条小鱼干,www.bilibili.com/video/BV1By4y1u7to?from=search
影视剪辑,你我在学生时代，心中都有这么一位品学兼优的少年郎吧|赵世炎|觉醒年代|林俊毅,35.1万,238,2021-04-11,李家染二,www.bilibili.com/video/BV1Wb4y1D74C?from=search
影视杂谈,见证历史！教员到北大！邂逅马克思！9.3高燃民国历史剧《觉醒年代》P5,321.1万,4.1万,2021-04-23,木鱼水心,www.bilibili.com/video/BV1Di4y1A7wK?from=search
影视剪辑,觉醒年代小细节胡适之打牌,4.2万,4,2021-07-11,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV1Tv411p7JQ?from=search
预告 资讯,【觉醒年代】张晚意拍戏受伤 都怪太心疼于和伟？,42.0万,309,2021-05-06,央视频,www.bilibili.com/video/BV1954y1j7Ev?from=search
影视剪辑,“哭着离别，笑着赴死，一生隔岸相望”【陈延年x柳眉|觉醒年代】,33.8万,81,2021-05-11,有颗小树儿,www.bilibili.com/video/BV1Fy4y1W7ps?from=search
影视剪辑,《觉醒年代》鲁迅也逃不过真香定律,14.5万,40,2021-05-29,百事可爱眠,www.bilibili.com/video/BV1uq4y1j7AD?from=search
社会,电视剧《觉醒年代》香港首映 将以普通话于黄金时段播放,4.9万,65,2021-07-12,中新视频,www.bilibili.com/video/BV1kh41167Xx?from=search
影视杂谈,他们，拯救了北大！高燃民国历史剧《觉醒年代》P2,291.5万,3.8万,2021-04-15,木鱼水心,www.bilibili.com/video/BV1CX4y1g7rL?from=search
影视剪辑,【觉醒年代 陈独秀】 伟人的怼人方式,80.9万,8,2021-06-15,哭唧唧的小疯狗,www.bilibili.com/video/BV1zh411a734?from=search
影视剪辑,【觉醒年代】在觉醒里没有交代的，这里都交代了，不论孙先生还是孑民先生.,11.8万,1,2021-05-30,深海婆婆,www.bilibili.com/video/BV1KB4y1u7Hw?from=search
影视剪辑,觉醒年代｜欢乐向｜邓中夏｜邓中二浑身上下写满四个字：我要怼人,8.7万,223,2021-06-16,张小欧oooo,www.bilibili.com/video/BV1Kv411W7mY?from=search
影视剪辑,【鲁迅 | 觉醒年代】“豫才我从来就认为，你是中国思想最深刻的小说家”,16.2万,196,2021-05-28,柚子柚子__,www.bilibili.com/video/BV1wh411i7KN?from=search
热点,命中高考作文？看完这视频你就懂为什么是《觉醒年代》了！,82.5万,1735,2021-06-07,人民日报,www.bilibili.com/video/BV1Ny4y1u7Zk?from=search
社科·法律·心理,台湾妹子看《觉醒年代》为百年中国变革欢呼落泪,6.7万,278,2021-06-30,庄13台妹PKGIRL,www.bilibili.com/video/BV1D54y1J7Ep?from=search
美食侦探,亲测【觉醒年代】同款美食，100年前的美食竟然还都在？,7.9万,147,2021-07-01,啤啤梨的旅程,www.bilibili.com/video/BV1o44y1i7PD?from=search
影视杂谈,张桐谈《觉醒年代》饰演李大钊感受：以敬畏之心，迎接另一个灵魂的到来,45.7万,754,2021-04-03,地球村日记,www.bilibili.com/video/BV1ap4y187zL?from=search
影视剪辑,乔年真的太乖啦，小奶音好苏【觉醒年代】,11.7万,29,2021-05-23,每人一条小鱼干,www.bilibili.com/video/BV14Q4y1R76e?from=search
影视剪辑,你知道觉醒年代胡适还演过蒋介石、家暴男和孔夫子吗|朱刚日尧|剧抛脸盘点系列一,7.3万,160,2021-07-03,向上的冬瓜干,www.bilibili.com/video/BV1G64y1b7tk?from=search
影视剪辑,【觉醒年代】面对胡适&quot;阴阳怪气&quot;的守常先生,5.8万,4,2021-06-21,古城小道い,www.bilibili.com/video/BV1R64y1X7H9?from=search
明星,人民文娱专访于和伟：千人千面（觉醒年代+悬崖之上）,22.0万,394,2021-05-10,人民文娱,www.bilibili.com/video/BV1wp4y1t7qj?from=search
计算机技术,读过毛选和鲁迅全集的AI，会写出什么样的高考作文？【觉醒年代x人工智能】,131.7万,3306,2021-06-18,图灵的猫,www.bilibili.com/video/BV1aw411f7G9?from=search
影视杂谈,台湾人聊《觉醒年代》完整版P1：五四运动，被台湾课本删掉的历史,25.5万,589,2021-06-10,报告兔长官,www.bilibili.com/video/BV1ky4y1u7SE?from=search
热点,《觉醒年代》在香港以普通话原声播出，《号手就位》也安排上了！,9567,0,2021-07-13,青蜂侠-Bee,www.bilibili.com/video/BV1sv411n7mv?from=search
社会,《觉醒年代》香港首映 梁振英：有必要回顾民族觉醒的时刻,5.0万,15,2021-07-13,中新视频,www.bilibili.com/video/BV15v411n7u4?from=search
影视剪辑,【觉醒年代】斯年劝学~刻在DNA的王大爷&傅斯年邀您零基础上北大 不收学费,8.7万,92,2021-06-12,泺小乔,www.bilibili.com/video/BV1eK4y137CC?from=search
热点,《伟大征程》舞台再现觉醒年代！,34.4万,462,2021-07-01,人民日报,www.bilibili.com/video/BV1p44y1q7C8?from=search
影视剪辑,【觉醒年代｜北大学子欢乐向】这是“北影”吗？,1.7万,11,2021-07-10,银河投递员biu,www.bilibili.com/video/BV1nf4y1L7CQ?from=search
影视剪辑,觉醒年代 鲁迅先生的出场，导演是下了许多功夫的！,13.1万,41,2021-06-30,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV1nb4y1y7dk?from=search
音乐现场,成都街头!!!觉醒年代版《错位时空》!!!如愿盛世！！！,14.4万,699,2021-07-08,街头艺人小高,www.bilibili.com/video/BV1b64y1471L?from=search
影视杂谈,看完四部献礼剧预告，终于知道为什么只有《觉醒年代》能够封神了,15.4万,377,2021-06-09,网视洞察,www.bilibili.com/video/BV1JK4y137od?from=search
影视杂谈,觉醒年代没回本？『你微笑时很美』热度又攀新高？！影视剧反向内卷,12.0万,1417,2021-07-09,北极小狐2,www.bilibili.com/video/BV16X4y1w7Po?from=search
明星,同济大学思政课，马启越张晚意现场独白神还原觉醒年代，哥哥弟弟绝了！！,11.4万,189,2021-06-13,慕色梦境,www.bilibili.com/video/BV1M64y1r7jT?from=search
影视剪辑,【觉醒年代】反傲娇达人守常先生,5.0万,3,2021-06-29,古城小道い,www.bilibili.com/video/BV1no4y1C7ZL?from=search
影视剪辑,用周深歌声打开《觉醒年代》：燃尽烛火 心若明月丨地球村光影日记,4.4万,186,2021-06-27,地球村日记,www.bilibili.com/video/BV1Vv411H7JH?from=search
综合,专访《觉醒年代》导演张永新：听说网友去陵园看望陈延年烈士，我很感动,8.4万,262,2021-06-24,侠客岛,www.bilibili.com/video/BV12M4y1u7iW?from=search
